"231";"RIVER PLATE VS INDEPENDIENTE";"2346-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2346";"Palco 20";"17:28:11";"RADIO - CADENA UNO";"39";"4";"0"
"232";"RIVER PLATE VS INDEPENDIENTE";"2180-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2180";"Playon de Prensa";"17:26:22";"FOX SPORTS - TRANSMISION";"0";"0";"0"
"233";"RIVER PLATE VS INDEPENDIENTE";"2448-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2448";"Puerta de Prensa";"17:30:26";"PANTALLA - RIVER";"0";"0";"0"
"234";"RIVER PLATE VS INDEPENDIENTE";"2159-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2159";"Playon de Prensa";"17:30:29";"FOX SPORTS - TRANSMISION";"0";"0";"10"
"235";"RIVER PLATE VS INDEPENDIENTE";"2450-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2450";"Puerta de Prensa";"17:32:25";"SONIDO - RIVER";"0";"0";"0"
"236";"RIVER PLATE VS INDEPENDIENTE";"2690-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2690";"Puerta de Prensa";"17:32:35";"RADIO - SAN NICOLAS 96.3";"0";"0";"0"
"237";"RIVER PLATE VS INDEPENDIENTE";"2692-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2692";"Puerta de Prensa";"17:33:25";"RADIO - SAN NICOLAS 96.3";"0";"0";"0"
"238";"RIVER PLATE VS INDEPENDIENTE";"2632-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2632";"Puerta de Prensa";"17:33:36";"CADENA 3 - CORDOBA";"51";"3";"0"
"239";"RIVER PLATE VS INDEPENDIENTE";"2294-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2294";"Puerta de Prensa";"17:37:16";"DOBLE - AMARILLA";"22";"2";"0"
"240";"RIVER PLATE VS INDEPENDIENTE";"2713-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2713";"Puerta de Prensa";"17:37:26";"DIARIO UNO - MENDOZA";"0";"0";"0"
"241";"RIVER PLATE VS INDEPENDIENTE";"2652-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2652";"Playon de Prensa";"17:32:29";"DIRECTV ";"0";"0";"0"
"242";"RIVER PLATE VS INDEPENDIENTE";"2247-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2247";"Puerta de Prensa";"17:38:21";"SOLO - ROJO";"0";"0";"6"
"243";"RIVER PLATE VS INDEPENDIENTE";"2246-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2246";"Puerta de Prensa";"17:40:24";"SOLO - ROJO";"0";"0";"6"
"244";"RIVER PLATE VS INDEPENDIENTE";"2171-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2171";"Playon de Prensa";"17:38:41";"FOX SPORTS - TRANSMISION";"0";"0";"0"
"245";"RIVER PLATE VS INDEPENDIENTE";"2331-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2331";"Puerta de Prensa";"17:40:56";"DE LA CUNA - AL INFIERNO";"31";"3";"0"
"246";"RIVER PLATE VS INDEPENDIENTE";"2158-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2158";"Puerta de Prensa";"17:43:3";"FOX SPORTS - TRANSMISION";"0";"0";"10"
"247";"RIVER PLATE VS INDEPENDIENTE";"2176-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2176";"Puerta de Prensa";"17:45:55";"FOX SPORTS - TRANSMISION";"0";"0";"0"
"248";"RIVER PLATE VS INDEPENDIENTE";"2260-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2260";"Puerta de Prensa";"17:46:6";"RADIO MITRE";"0";"0";"12"
"249";"RIVER PLATE VS INDEPENDIENTE";"2261-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2261";"Puerta de Prensa";"17:46:32";"RADIO MITRE";"0";"0";"12"
"250";"RIVER PLATE VS INDEPENDIENTE";"2284-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2284";"Puerta de Prensa";"17:46:41";"SIMPLEMETE - MILLONARIO";"43";"1";"0"
"251";"RIVER PLATE VS INDEPENDIENTE";"2283-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2283";"Puerta de Prensa";"17:47:40";"SIMPLEMETE - MILLONARIO";"42";"1";"0"
"252";"RIVER PLATE VS INDEPENDIENTE";"2501-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2501";"Puerta de Prensa";"17:47:48";"RIVER EN LA UNO - FM 103,1";"0";"0";"0"
"253";"RIVER PLATE VS INDEPENDIENTE";"2343-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2343";"Puerta de Prensa";"17:48:18";"RADIO - CADENA UNO";"36";"4";"0"
"254";"RIVER PLATE VS INDEPENDIENTE";"2322-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2322";"Puerta de Prensa";"17:49:31";"ECOS DEL - ROJO";"22";"3";"0"
"255";"RIVER PLATE VS INDEPENDIENTE";"2328-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2328";"Puerta de Prensa";"17:49:39";"CAMPANAS DEL - INFIERNO";"28";"3";"0"
"256";"RIVER PLATE VS INDEPENDIENTE";"2321-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2321";"Puerta de Prensa";"17:50:8";"ECOS DEL - ROJO";"21";"3";"0"
"257";"RIVER PLATE VS INDEPENDIENTE";"2320-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2320";"Puerta de Prensa";"17:50:20";"ECOS DEL - ROJO";"20";"3";"0"
"258";"RIVER PLATE VS INDEPENDIENTE";"2670-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2670";"Puerta de Prensa";"17:50:33";"FOX SPORTS - TRANSMISION";"0";"0";"0"
"259";"RIVER PLATE VS INDEPENDIENTE";"2355-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2355";"Puerta de Prensa";"17:53:23";"RADIO LA REDONDA - FM 100.3";"49";"4";"0"
"260";"RIVER PLATE VS INDEPENDIENTE";"2354-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2354";"Puerta de Prensa";"17:53:57";"RADIO LA REDONDA - FM 100.3";"48";"4";"0"
"261";"RIVER PLATE VS INDEPENDIENTE";"2440-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2440";"Puerta de Prensa";"17:54:6";"PRODUCTORA DM";"0";"0";"0"
"262";"RIVER PLATE VS INDEPENDIENTE";"2353-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2353";"Puerta de Prensa";"17:54:16";"RADIO LA REDONDA - FM 100.3";"47";"4";"0"
"263";"RIVER PLATE VS INDEPENDIENTE";"2491-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2491";"Playon de Prensa";"17:41:47";"LIBERTAD - RIVERPLATENSE ";"0";"0";"0"
"264";"RIVER PLATE VS INDEPENDIENTE";"2361-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2361";"Playon de Prensa";"17:54:47";"FUTBOL PASIÓN - FM 92.3";"2";"5";"0"
"265";"RIVER PLATE VS INDEPENDIENTE";"2363-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2363";"Playon de Prensa";"17:55:3";"FUTBOL PASIÓN - FM 92.3";"4";"5";"0"
"266";"RIVER PLATE VS INDEPENDIENTE";"2360-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2360";"Playon de Prensa";"17:55:13";"FUTBOL PASIÓN - FM 92.3";"1";"5";"0"
"267";"RIVER PLATE VS INDEPENDIENTE";"2362-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2362";"Playon de Prensa";"17:55:23";"FUTBOL PASIÓN - FM 92.3";"3";"5";"0"
"268";"RIVER PLATE VS INDEPENDIENTE";"2311-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2311";"Puerta de Prensa";"17:54:27";"A TODO - ROJO";"11";"3";"0"
"269";"RIVER PLATE VS INDEPENDIENTE";"2153-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2153";"Puerta de Prensa";"17:56:14";"FOX SPORTS - TRANSMISION";"0";"0";"10"
"270";"RIVER PLATE VS INDEPENDIENTE";"2673-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2673";"Puerta de Prensa";"17:56:22";"FM BUENOS - AIRES";"0";"0";"0"
"271";"RIVER PLATE VS INDEPENDIENTE";"2196-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2196";"Playon de Prensa";"17:55:37";"FOX SPORTS - TRANSMISION";"0";"0";"0"
"272";"RIVER PLATE VS INDEPENDIENTE";"2555-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2555";"Puerta de Prensa";"17:57:33";"MAGIA - RIVERPLATENSE";"0";"0";"0"
"273";"RIVER PLATE VS INDEPENDIENTE";"2330-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2330";"Puerta de Prensa";"17:58:13";"CORREO - INDEPENDIENTE";"30";"3";"0"
"274";"RIVER PLATE VS INDEPENDIENTE";"2554-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2554";"Puerta de Prensa";"17:58:28";"MAGIA - RIVERPLATENSE";"0";"0";"0"
"275";"RIVER PLATE VS INDEPENDIENTE";"2548-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2548";"Puerta de Prensa";"17:58:36";"AM 750 (T.F.)";"0";"0";"0"
"276";"RIVER PLATE VS INDEPENDIENTE";"2547-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2547";"Puerta de Prensa";"18:0:58";"AM 750 (T.F.)";"0";"0";"0"
"277";"RIVER PLATE VS INDEPENDIENTE";"2526-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2526";"Puerta de Prensa";"18:2:0";"COPA - ARGENTINA";"0";"0";"0"
"278";"RIVER PLATE VS INDEPENDIENTE";"2527-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2527";"Puerta de Prensa";"18:2:14";"COPA - ARGENTINA";"0";"0";"0"
"279";"RIVER PLATE VS INDEPENDIENTE";"2249-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2249";"Puerta de Prensa";"18:2:23";"SOLO - ROJO";"0";"0";"6"
"280";"RIVER PLATE VS INDEPENDIENTE";"2317-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2317";"Puerta de Prensa";"18:3:16";"ROJOS DE - PASION";"17";"3";"0"
"281";"RIVER PLATE VS INDEPENDIENTE";"2332-http://www.cariverplate.com.ar/river-plate-vs-independiente-cuartos-final-copa-libertadores-2018";"2018-10-02";"2332";"Puerta de Prensa";"18:5:16";"INDEPENDIENTE - DE AMERICA";"32";"3";"0"
